号ID,政紫亀,刊旋政紫亀,液去刊旋政紫亀,刊旋政紫亀 搾晴,液去刊旋政紫亀 搾晴,,走艦域呪
号104,0.144948974,7.881944,27.54775442,0.063582066,0.222222222,,
号222,0.154508497,8.036453,28.00688366,0.064828455,0.225925926,,
号238,0.154508497,8.190961,28.4660129,0.066074844,0.22962963,,
号130,0.154508497,8.345470,28.92514214,0.067321233,0.233333333,,
号29,0.154508497,8.499978,29.38427138,0.068567622,0.237037037,,
号168,0.154508497,8.654487,29.84340062,0.069814012,0.240740741,,
号153,0.154508497,8.808995,30.30252986,0.071060401,0.244444444,,
号184,0.154508497,8.963504,30.7616591,0.07230679,0.248148148,,
号188,0.154508497,9.118012,31.22078834,0.073553179,0.251851852,,
号137,0.154508497,9.272521,31.67991758,0.074799568,0.255555556,,
号180,0.154508497,9.427029,32.13904682,0.076045957,0.259259259,,
号218,0.154508497,9.581538,32.59817606,0.077292346,0.262962963,,
号134,0.154508497,9.736046,33.0573053,0.078538736,0.266666667,,
号242,0.154508497,9.890555,33.51643454,0.079785125,0.27037037,,
号164,0.154508497,10.045063,33.97556378,0.081031514,0.274074074,,
号172,0.154508497,10.199572,34.43469302,0.082277903,0.277777778,,
号161,0.154508497,10.354080,34.89382227,0.083524292,0.281481481,,
号83,0.154508497,10.508589,35.35295151,0.084770681,0.285185185,,
号234,0.154508497,10.663097,35.81208075,0.08601707,0.288888889,,
号226,0.154508497,10.817606,36.27120999,0.087263459,0.292592593,,
号37,0.154508497,10.972114,36.73033923,0.088509849,0.296296296,,
号110,0.154508497,11.126623,37.18946847,0.089756238,0.3,,
号107,0.154508497,11.281131,37.64859771,0.091002627,0.303703704,,
号157,0.154508497,11.435640,38.10772695,0.092249016,0.307407407,,
号118,0.154508497,11.590148,38.56685619,0.093495405,0.311111111,,
号103,0.154508497,11.744657,39.02598543,0.094741794,0.314814815,,
号145,0.154508497,11.899165,39.48511467,0.095988183,0.318518519,,
号141,0.154508497,12.053674,39.94424391,0.097234572,0.322222222,,
号99,0.154508497,12.208182,40.40337315,0.098480962,0.325925926,,
号53,0.154508497,12.362691,40.86250239,0.099727351,0.32962963,,
号45,0.154508497,12.517199,41.32163163,0.10097374,0.333333333,,
号49,0.154508497,12.671708,41.78076087,0.102220129,0.337037037,,
号91,0.154508497,12.826216,42.23989011,0.103466518,0.340740741,,
号87,0.154508497,12.980725,42.69901935,0.104712907,0.344444444,,
号126,0.154508497,13.135233,43.15814859,0.105959296,0.348148148,,
号114,0.154508497,13.289742,43.61727783,0.107205685,0.351851852,,
号33,0.154508497,13.444250,44.07640707,0.108452075,0.355555556,,
号36,0.166666667,13.610917,44.53553631,0.109796541,0.359259259,,
号163,0.166666667,13.777583,44.99466555,0.111141008,0.362962963,,
号28,0.166666667,13.944250,45.45379479,0.112485475,0.366666667,,
号90,0.166666667,14.110917,45.91292403,0.113829941,0.37037037,,
号171,0.166666667,14.277583,46.37205327,0.115174408,0.374074074,,
号241,0.166666667,14.444250,46.83118251,0.116518874,0.377777778,,
号144,0.166666667,14.610917,47.29031175,0.117863341,0.381481481,,
号133,0.166666667,14.777583,47.74944099,0.119207808,0.385185185,,
号160,0.166666667,14.944250,48.20857023,0.120552274,0.388888889,,
号136,0.166666667,15.110917,48.66769947,0.121896741,0.392592593,,
号106,0.166666667,15.277583,49.12682872,0.123241208,0.396296296,,
号82,0.166666667,15.444250,49.58595796,0.124585674,0.4,,
号187,0.166666667,15.610917,50.0450872,0.125930141,0.403703704,,
号117,0.166666667,15.777583,50.50421644,0.127274608,0.407407407,,
号217,0.166666667,15.944250,50.96334568,0.128619074,0.411111111,,
号52,0.166666667,16.110917,51.42247492,0.129963541,0.414814815,,
号109,0.166666667,16.277583,51.88160416,0.131308008,0.418518519,,
号225,0.166666667,16.444250,52.3407334,0.132652474,0.422222222,,
号176,0.183012702,16.627263,52.79986264,0.134128801,0.425925926,,
号95,0.183012702,16.810275,53.25899188,0.135605128,0.42962963,,
号230,0.183012702,16.993288,53.71812112,0.137081455,0.433333333,,
号41,0.183012702,17.176301,54.17725036,0.138557782,0.437037037,,
号149,0.183012702,17.359314,54.6363796,0.140034108,0.440740741,,
号122,0.183012702,17.542326,55.09550884,0.141510435,0.444444444,,
号140,0.207106781,17.749433,55.55463808,0.143181124,0.448148148,,
号148,0.207106781,17.956540,56.01376732,0.144851813,0.451851852,,
号44,0.207106781,18.163647,56.47289656,0.146522502,0.455555556,,
号121,0.207106781,18.370753,56.9320258,0.148193191,0.459259259,,
号98,0.207106781,18.577860,57.39115504,0.14986388,0.462962963,,
号94,0.207106781,18.784967,57.85028428,0.151534569,0.466666667,,
号125,0.207106781,18.992074,58.30941352,0.153205258,0.47037037,,
号86,0.207106781,19.199180,58.76854276,0.154875947,0.474074074,,
号113,0.207106781,19.406287,59.227672,0.156546636,0.477777778,,
号32,0.207106781,19.613394,59.68680124,0.158217325,0.481481481,,
号152,0.207106781,19.820501,60.14593048,0.159888014,0.485185185,,
号167,0.207106781,20.027608,60.60505972,0.161558703,0.488888889,,
号229,0.207106781,20.234714,61.06418896,0.163229392,0.492592593,,
号175,0.207106781,20.441821,61.5233182,0.164900081,0.496296296,,
号179,0.207106781,20.648928,61.98244744,0.16657077,0.5,,
号221,0.207106781,20.856035,62.44157668,0.168241459,0.503703704,,
号233,0.207106781,21.063142,62.90070593,0.169912148,0.507407407,,
号40,0.207106781,21.270248,63.35983517,0.171582837,0.511111111,,
号97,0.25,21.520248,63.81896441,0.173599537,0.514814815,,
号31,0.25,21.770248,64.27809365,0.175616236,0.518518519,,
号124,0.25,22.020248,64.73722289,0.177632936,0.522222222,,
号35,0.25,22.270248,65.19635213,0.179649636,0.525925926,,
号116,0.25,22.520248,65.65548137,0.181666336,0.52962963,,
号112,0.25,22.770248,66.11461061,0.183683036,0.533333333,,
号43,0.25,23.020248,66.57373985,0.185699736,0.537037037,,
号89,0.25,23.270248,67.03286909,0.187716436,0.540740741,,
号139,0.25,23.520248,67.49199833,0.189733136,0.544444444,,
号85,0.25,23.770248,67.95112757,0.191749836,0.548148148,,
号166,0.25,24.020248,68.41025681,0.193766536,0.551851852,,
号170,0.25,24.270248,68.86938605,0.195783236,0.555555556,,
号178,0.25,24.520248,69.32851529,0.197799936,0.559259259,,
号220,0.25,24.770248,69.78764453,0.199816636,0.562962963,,
号224,0.25,25.020248,70.24677377,0.201833336,0.566666667,,
号232,0.25,25.270248,70.70590301,0.203850036,0.57037037,,
号143,0.25,25.520248,71.16503225,0.205866736,0.574074074,,
号151,0.25,25.770248,71.62416149,0.207883436,0.577777778,,
号142,0.5,26.270248,72.08329073,0.211916836,0.581481481,,
号88,0.5,26.770248,72.54241997,0.215950236,0.585185185,,
号115,0.5,27.270248,73.00154921,0.219983636,0.588888889,,
号34,0.5,27.770248,73.46067845,0.224017036,0.592592593,,
号223,0.5,28.270248,73.91980769,0.228050436,0.596296296,,
号169,0.5,28.770248,74.37893693,0.232083836,0.6,,
号210,0.586363857,29.356612,74.83806617,0.236813916,0.603703704,,
号213,0.62535,29.981962,75.29719541,0.241858489,0.607407407,,
号201,0.62535,30.607312,75.75632465,0.246903062,0.611111111,,
号209,0.62535,31.232662,76.21545389,0.251947636,0.614814815,,
号208,0.642155812,31.874818,76.67458314,0.257127778,0.618518519,,
号216,0.642155812,32.516974,77.13371238,0.26230792,0.622222222,,
号192,0.642155812,33.159130,77.59284162,0.267488063,0.625925926,,
号75,0.666213857,33.825343,78.05197086,0.272862277,0.62962963,,
号212,0.685196923,34.510540,78.5111001,0.278389623,0.633333333,,
号200,0.685196923,35.195737,78.97022934,0.28391697,0.637037037,,
号204,0.685196923,35.880934,79.42935858,0.289444316,0.640740741,,
号264,0.691813857,36.572748,79.88848782,0.29502504,0.644444444,,
号74,0.7052,37.277948,80.34761706,0.300713747,0.648148148,,
号78,0.7052,37.983148,80.8067463,0.306402455,0.651851852,,
号66,0.7052,38.688348,81.26587554,0.312091162,0.655555556,,
号191,0.713875492,39.402224,81.72500478,0.317849853,0.659259259,,
号211,0.713875492,40.116099,82.18413402,0.323608543,0.662962963,,
号199,0.713875492,40.829975,82.64326326,0.329367234,0.666666667,,
号207,0.713875492,41.543850,83.1023925,0.335125925,0.67037037,,
号195,0.713875492,42.257726,83.56152174,0.340884616,0.674074074,,
号215,0.713875492,42.971601,84.02065098,0.346643306,0.677777778,,
号57,0.722005812,43.693607,84.47978022,0.352467583,0.681481481,,
号81,0.722005812,44.415613,84.93890946,0.358291859,0.685185185,,
号73,0.722005812,45.137618,85.3980387,0.364116135,0.688888889,,
号267,0.7308,45.868418,85.85716794,0.370011353,0.692592593,,
号263,0.7308,46.599218,86.31629718,0.37590657,0.696296296,,
号255,0.7308,47.330018,86.77542642,0.381801788,0.7,,
号270,0.747605812,48.077624,87.23455566,0.387832574,0.703703704,,
号262,0.747605812,48.825230,87.6936849,0.39386336,0.707407407,,
号246,0.747605812,49.572836,88.15281414,0.399894147,0.711111111,,
号198,0.75035,50.323186,88.61194338,0.40594707,0.714814815,,
号190,0.75035,51.073536,89.07107262,0.411999994,0.718518519,,
号214,0.75035,51.823886,89.53020186,0.418052917,0.722222222,,
号77,0.765046923,52.588933,89.9893311,0.424224397,0.725925926,,
号69,0.765046923,53.353980,90.44846035,0.430395878,0.72962963,,
号65,0.765046923,54.119027,90.90758959,0.436567358,0.733333333,,
号258,0.790646923,54.909674,91.36671883,0.442945349,0.737037037,,
号266,0.790646923,55.700321,91.82584807,0.449323339,0.740740741,,
号254,0.790646923,56.490967,92.28497731,0.45570133,0.744444444,,
号64,0.793725492,57.284693,92.74410655,0.462104154,0.748148148,,
号56,0.793725492,58.078418,93.20323579,0.468506979,0.751851852,,
号72,0.793725492,58.872144,93.66236503,0.474909804,0.755555556,,
号60,0.793725492,59.665869,94.12149427,0.481312628,0.759259259,,
号80,0.793725492,60.459595,94.58062351,0.487715453,0.762962963,,
号76,0.793725492,61.253320,95.03975275,0.494118278,0.766666667,,
号203,0.799388106,62.052708,95.49888199,0.500566782,0.77037037,,
号245,0.819325492,62.872034,95.95801123,0.507176117,0.774074074,,
号249,0.819325492,63.691359,96.41714047,0.513785451,0.777777778,,
号253,0.819325492,64.510685,96.87626971,0.520394786,0.781481481,,
号269,0.819325492,65.330010,97.33539895,0.527004121,0.785185185,,
号261,0.819325492,66.149336,97.79452819,0.533613456,0.788888889,,
号265,0.819325492,66.968661,98.25365743,0.54022279,0.792592593,,
号55,0.8302,67.798861,98.71278667,0.546919848,0.796296296,,
号63,0.8302,68.629061,99.17191591,0.553616905,0.8,,
号79,0.8302,69.459261,99.63104515,0.560313962,0.803703704,,
号21,0.836013857,70.295275,100.0901744,0.567057919,0.807407407,,
号268,0.8558,71.151075,100.5493036,0.573961486,0.811111111,,
号252,0.8558,72.006875,101.0084329,0.580865053,0.814814815,,
号244,0.8558,72.862675,101.4675621,0.587768621,0.818518519,,
号194,0.871670344,73.734346,101.9266914,0.594800211,0.822222222,,
号206,0.871670344,74.606016,102.3858206,0.601831801,0.825925926,,
号202,0.871670344,75.477686,102.8449498,0.608863391,0.82962963,,
号20,0.875,76.352686,103.3040791,0.615921841,0.833333333,,
号24,0.875,77.227686,103.7632083,0.622980291,0.837037037,,
号12,0.875,78.102686,104.2223376,0.630038741,0.840740741,,
号68,0.879238106,78.981924,104.6814668,0.637131379,0.844444444,,
号19,0.891805812,79.873730,105.140596,0.644325398,0.848148148,,
号3,0.891805812,80.765536,105.5997253,0.651519417,0.851851852,,
号27,0.891805812,81.657342,106.0588545,0.658713436,0.855555556,,
号257,0.904838106,82.562180,106.5179838,0.666012584,0.859259259,,
号15,0.934846923,83.497027,106.977113,0.673553807,0.862962963,,
号11,0.934846923,84.431874,107.4362422,0.68109503,0.866666667,,
号23,0.934846923,85.366721,107.8953715,0.688636253,0.87037037,,
号71,0.951520344,86.318241,108.3545007,0.696311977,0.874074074,,
号67,0.951520344,87.269761,108.81363,0.703987702,0.877777778,,
号59,0.951520344,88.221282,109.2727592,0.711663426,0.881481481,,
号2,0.963525492,89.184807,109.7318884,0.719435993,0.885185185,,
号10,0.963525492,90.148333,110.1910177,0.72720856,0.888888889,,
号26,0.963525492,91.111858,110.6501469,0.734981128,0.892592593,,
号22,0.963525492,92.075384,111.1092762,0.742753695,0.896296296,,
号18,0.963525492,93.038909,111.5684054,0.750526262,0.9,,
号6,0.963525492,94.002435,112.0275346,0.75829883,0.903703704,,
号248,0.977120344,94.979555,112.4866639,0.766181064,0.907407407,,
号256,0.977120344,95.956675,112.9457931,0.774063298,0.911111111,,
号260,0.977120344,96.933796,113.4049224,0.781945533,0.914814815,,
号25,1,97.933796,113.8640516,0.790012332,0.918518519,,
号9,1,98.933796,114.3231808,0.798079132,0.922222222,,
号1,1,99.933796,114.7823101,0.806145932,0.925925926,,
号205,1.00035,100.934146,115.2414393,0.814215555,0.92962963,,
号197,1.00035,101.934496,115.7005686,0.822285179,0.933333333,,
号193,1.00035,102.934846,116.1596978,0.830354802,0.937037037,,
号14,1.049038106,103.983884,116.618827,0.838817182,0.940740741,,
号58,1.0802,105.064084,117.0779563,0.84753094,0.944444444,,
号62,1.0802,106.144284,117.5370855,0.856244697,0.948148148,,
号70,1.0802,107.224484,117.9962148,0.864958454,0.951851852,,
号251,1.1058,108.330284,118.455344,0.873878722,0.955555556,,
号259,1.1058,109.436084,118.9144732,0.882798989,0.959259259,,
号247,1.1058,110.541884,119.3736025,0.891719256,0.962962963,,
号17,1.121320344,111.663204,119.8327317,0.900764723,0.966666667,,
号13,1.121320344,112.784525,120.291861,0.90981019,0.97037037,,
号5,1.121320344,113.905845,120.7509902,0.918855657,0.974074074,,
号8,1.25,115.155845,121.2101194,0.928939156,0.977777778,,
号4,1.25,116.405845,121.6692487,0.939022656,0.981481481,,
号16,1.25,117.655845,122.1283779,0.949106156,0.985185185,,
号196,1.25105,118.906895,122.5875072,0.959198126,0.988888889,,
号61,1.4906,120.397495,123.0466364,0.971222498,0.992592593,,
号250,1.5674,121.964895,123.5057656,0.9838664,0.996296296,,
号7,2,123.964895,123.9648949,1,1,,
