号ID,政紫亀,刊旋 政紫亀,液去 刊旋政紫亀,刊旋 政紫亀 搾晴,液去 刊旋政紫亀 搾晴,,走艦域呪
号117,0.25,17,44.60261,0.182101949,0.477777778,,
号109,0.25,17.25,45.121245,0.184779919,0.483333333,,
号105,0.25,17.5,45.63988,0.187457889,0.488888889,,
号79,0.25,17.75,46.158515,0.190135859,0.494444444,,
号103,0.25,18,46.67715,0.192813829,0.5,,
号101,0.25,18.25,47.195785,0.195491798,0.505555556,,
号111,0.25,18.5,47.71442,0.198169768,0.511111111,,
号99,0.25,18.75,48.233055,0.200847738,0.516666667,,
号97,0.25,19,48.75169,0.203525708,0.522222222,,
号113,0.25,19.25,49.270325,0.206203678,0.527777778,,
号95,0.25,19.5,49.78896,0.208881648,0.533333333,,
号93,0.25,19.75,50.307595,0.211559618,0.538888889,,
号115,0.25,20,50.82623,0.214237587,0.544444444,,
号89,0.25,20.25,51.344865,0.216915557,0.55,,
号87,0.25,20.5,51.8635,0.219593527,0.555555556,,
号107,0.25,20.75,52.382135,0.222271497,0.561111111,,
号121,0.25,21,52.90077,0.224949467,0.566666667,,
号85,0.25,21.25,53.419405,0.227627437,0.572222222,,
号125,0.25,21.5,53.93804,0.230305406,0.577777778,,
号81,0.25,21.75,54.456675,0.232983376,0.583333333,,
号119,0.25,22,54.97531,0.235661346,0.588888889,,
号123,0.25,22.25,55.493945,0.238339316,0.594444444,,
号83,0.25,22.5,56.01258,0.241017286,0.6,,
号136,0.75035,23.25035,56.531215,0.249054944,0.605555556,,
号144,0.75035,24.0007,57.04985,0.257092603,0.611111111,,
号134,0.75035,24.75105,57.568485,0.265130262,0.616666667,,
号142,0.75035,25.5014,58.08712,0.27316792,0.622222222,,
号132,0.75035,26.25175,58.605755,0.281205579,0.627777778,,
号138,0.75035,27.0021,59.12439,0.289243238,0.633333333,,
号130,0.75035,27.75245,59.643025,0.297280897,0.638888889,,
号140,0.75035,28.5028,60.16166,0.305318555,0.644444444,,
号128,0.75035,29.25315,60.680295,0.313356214,0.65,,
号54,0.8302,30.08335,61.19893,0.322249216,0.655555556,,
号46,0.8302,30.91355,61.717565,0.331142218,0.661111111,,
号52,0.8302,31.74375,62.2362,0.340035221,0.666666667,,
号38,0.8302,32.57395,62.754835,0.348928223,0.672222222,,
号40,0.8302,33.40415,63.27347,0.357821225,0.677777778,,
号50,0.8302,34.23435,63.792105,0.366714227,0.683333333,,
号42,0.8302,35.06455,64.31074,0.37560723,0.688888889,,
号44,0.8302,35.89475,64.829375,0.384500232,0.694444444,,
号48,0.8302,36.72495,65.34801,0.393393234,0.7,,
号180,0.8558,37.58075,65.866645,0.402560461,0.705555556,,
号176,0.8558,38.43655,66.38528,0.411727687,0.711111111,,
号174,0.8558,39.29235,66.903915,0.420894913,0.716666667,,
号164,0.8558,40.14815,67.42255,0.43006214,0.722222222,,
号166,0.8558,41.00395,67.941185,0.439229366,0.727777778,,
号168,0.8558,41.85975,68.45982,0.448396592,0.733333333,,
号170,0.8558,42.71555,68.978455,0.457563819,0.738888889,,
号172,0.8558,43.57135,69.49709,0.466731045,0.744444444,,
号178,0.8558,44.42715,70.015725,0.475898271,0.75,,
号18,1,45.42715,70.53436,0.486610151,0.755555556,,
号16,1,46.42715,71.052995,0.49732203,0.761111111,,
号12,1,47.42715,71.57163,0.50803391,0.766666667,,
号10,1,48.42715,72.090265,0.518745789,0.772222222,,
号8,1,49.42715,72.6089,0.529457668,0.777777778,,
号6,1,50.42715,73.127535,0.540169548,0.783333333,,
号4,1,51.42715,73.64617,0.550881427,0.788888889,,
号2,1,52.42715,74.164805,0.561593306,0.794444444,,
号14,1,53.42715,74.68344,0.572305186,0.8,,
号141,1.00035,54.4275,75.202075,0.583020814,0.805555556,,
号139,1.00035,55.42785,75.72071,0.593736443,0.811111111,,
号129,1.00035,56.4282,76.239345,0.604452071,0.816666667,,
号143,1.00035,57.42855,76.75798,0.6151677,0.822222222,,
号131,1.00035,58.4289,77.276615,0.625883328,0.827777778,,
号127,1.00035,59.42925,77.79525,0.636598957,0.833333333,,
号137,1.00035,60.4296,78.313885,0.647314585,0.838888889,,
号133,1.00035,61.42995,78.83252,0.658030214,0.844444444,,
号135,1.00035,62.4303,79.351155,0.668745842,0.85,,
号51,1.0802,63.5105,79.86979,0.680316815,0.855555556,,
号53,1.0802,64.5907,80.388425,0.691887787,0.861111111,,
号47,1.0802,65.6709,80.90706,0.703458759,0.866666667,,
号45,1.0802,66.7511,81.425695,0.715029731,0.872222222,,
号43,1.0802,67.8313,81.94433,0.726600703,0.877777778,,
号41,1.0802,68.9115,82.462965,0.738171675,0.883333333,,
号39,1.0802,69.9917,82.9816,0.749742647,0.888888889,,
号37,1.0802,71.0719,83.500235,0.761313619,0.894444444,,
号49,1.0802,72.1521,84.01887,0.772884591,0.9,,
号179,1.1058,73.2579,84.537505,0.784729787,0.905555556,,
号165,1.1058,74.3637,85.05614,0.796574984,0.911111111,,
号167,1.1058,75.4695,85.574775,0.80842018,0.916666667,,
号163,1.1058,76.5753,86.09341,0.820265376,0.922222222,,
号169,1.1058,77.6811,86.612045,0.832110572,0.927777778,,
号173,1.1058,78.7869,87.13068,0.843955769,0.933333333,,
号177,1.1058,79.8927,87.649315,0.855800965,0.938888889,,
号175,1.1058,80.9985,88.16795,0.867646161,0.944444444,,
号171,1.1058,82.1043,88.686585,0.879491357,0.95,,
号1,1.25,83.3543,89.20522,0.892881206,0.955555556,,
号7,1.25,84.6043,89.723855,0.906271056,0.961111111,,
号17,1.25,85.8543,90.24249,0.919660905,0.966666667,,
号3,1.25,87.1043,90.761125,0.933050754,0.972222222,,
号15,1.25,88.3543,91.27976,0.946440603,0.977777778,,
号13,1.25,89.6043,91.798395,0.959830452,0.983333333,,
号11,1.25,90.8543,92.31703,0.973220302,0.988888889,,
号5,1.25,92.1043,92.835665,0.986610151,0.994444444,,
号9,1.25,93.3543,93.3543,1,1,,
