号ID,政紫亀,刊旋 政紫亀,液去 刊旋政紫亀,刊旋 政紫亀 搾晴,液去 刊旋政紫亀 搾晴,,走艦域呪
号73 ,2,92,96.6,0.162257496,0.17037037,,
号74 ,2,94,98.7,0.165784832,0.174074074,,
号75 ,2,96,100.8,0.169312169,0.177777778,,
号76 ,2,98,102.9,0.172839506,0.181481481,,
号77 ,2,100,105,0.176366843,0.185185185,,
号78 ,2,102,107.1,0.17989418,0.188888889,,
号79 ,2,104,109.2,0.183421517,0.192592593,,
号80 ,2,106,111.3,0.186948854,0.196296296,,
号81 ,2,108,113.4,0.19047619,0.2,,
号82 ,2,110,115.5,0.194003527,0.203703704,,
号83 ,2,112,117.6,0.197530864,0.207407407,,
号84 ,2,114,119.7,0.201058201,0.211111111,,
号85 ,2,116,121.8,0.204585538,0.214814815,,
号86 ,2,118,123.9,0.208112875,0.218518519,,
号87 ,2,120,126,0.211640212,0.222222222,,
号88 ,2,122,128.1,0.215167549,0.225925926,,
号89 ,2,124,130.2,0.218694885,0.22962963,,
号90 ,2,126,132.3,0.222222222,0.233333333,,
号91 ,2,128,134.4,0.225749559,0.237037037,,
号92 ,2,130,136.5,0.229276896,0.240740741,,
号93 ,2,132,138.6,0.232804233,0.244444444,,
号94 ,2,134,140.7,0.23633157,0.248148148,,
号95 ,2,136,142.8,0.239858907,0.251851852,,
号96 ,2,138,144.9,0.243386243,0.255555556,,
号97 ,2,140,147,0.24691358,0.259259259,,
号98 ,2,142,149.1,0.250440917,0.262962963,,
号99 ,2,144,151.2,0.253968254,0.266666667,,
号100 ,2,146,153.3,0.257495591,0.27037037,,
号101 ,2,148,155.4,0.261022928,0.274074074,,
号102 ,2,150,157.5,0.264550265,0.277777778,,
号103 ,2,152,159.6,0.268077601,0.281481481,,
号104 ,2,154,161.7,0.271604938,0.285185185,,
号105 ,2,156,163.8,0.275132275,0.288888889,,
号106 ,2,158,165.9,0.278659612,0.292592593,,
号107 ,2,160,168,0.282186949,0.296296296,,
号108 ,2,162,170.1,0.285714286,0.3,,
号109 ,2,164,172.2,0.289241623,0.303703704,,
号110 ,2,166,174.3,0.292768959,0.307407407,,
号111 ,2,168,176.4,0.296296296,0.311111111,,
号112 ,2,170,178.5,0.299823633,0.314814815,,
号113 ,2,172,180.6,0.30335097,0.318518519,,
号114 ,2,174,182.7,0.306878307,0.322222222,,
号115 ,2,176,184.8,0.310405644,0.325925926,,
号116 ,2,178,186.9,0.313932981,0.32962963,,
号117 ,2,180,189,0.317460317,0.333333333,,
号118 ,2,182,191.1,0.320987654,0.337037037,,
号119 ,2,184,193.2,0.324514991,0.340740741,,
号120 ,2,186,195.3,0.328042328,0.344444444,,
号121 ,2,188,197.4,0.331569665,0.348148148,,
号122 ,2,190,199.5,0.335097002,0.351851852,,
号123 ,2,192,201.6,0.338624339,0.355555556,,
号124 ,2,194,203.7,0.342151675,0.359259259,,
号125 ,2,196,205.8,0.345679012,0.362962963,,
号126 ,2,198,207.9,0.349206349,0.366666667,,
号127 ,2,200,210,0.352733686,0.37037037,,
号128 ,2,202,212.1,0.356261023,0.374074074,,
号129 ,2,204,214.2,0.35978836,0.377777778,,
号130 ,2,206,216.3,0.363315697,0.381481481,,
号131 ,2,208,218.4,0.366843034,0.385185185,,
号132 ,2,210,220.5,0.37037037,0.388888889,,
号133 ,2,212,222.6,0.373897707,0.392592593,,
号134 ,2,214,224.7,0.377425044,0.396296296,,
号135 ,2,216,226.8,0.380952381,0.4,,
号136 ,2,218,228.9,0.384479718,0.403703704,,
号137 ,2,220,231,0.388007055,0.407407407,,
号138 ,2,222,233.1,0.391534392,0.411111111,,
号139 ,2,224,235.2,0.395061728,0.414814815,,
号140 ,2,226,237.3,0.398589065,0.418518519,,
号141 ,2,228,239.4,0.402116402,0.422222222,,
号142 ,2,230,241.5,0.405643739,0.425925926,,
号143 ,2,232,243.6,0.409171076,0.42962963,,
号144 ,2,234,245.7,0.412698413,0.433333333,,
号145 ,2,236,247.8,0.41622575,0.437037037,,
号146 ,2,238,249.9,0.419753086,0.440740741,,
号147 ,2,240,252,0.423280423,0.444444444,,
号148 ,2,242,254.1,0.42680776,0.448148148,,
号149 ,2,244,256.2,0.430335097,0.451851852,,
号150 ,2,246,258.3,0.433862434,0.455555556,,
号151 ,2,248,260.4,0.437389771,0.459259259,,
号152 ,2,250,262.5,0.440917108,0.462962963,,
号153 ,2,252,264.6,0.444444444,0.466666667,,
号154 ,2,254,266.7,0.447971781,0.47037037,,
号155 ,2,256,268.8,0.451499118,0.474074074,,
号156 ,2,258,270.9,0.455026455,0.477777778,,
号157 ,2,260,273,0.458553792,0.481481481,,
号158 ,2,262,275.1,0.462081129,0.485185185,,
号159 ,2,264,277.2,0.465608466,0.488888889,,
号160 ,2,266,279.3,0.469135802,0.492592593,,
号161 ,2,268,281.4,0.472663139,0.496296296,,
号162 ,2,270,283.5,0.476190476,0.5,,
号163 ,2,272,285.6,0.479717813,0.503703704,,
号164 ,2,274,287.7,0.48324515,0.507407407,,
号165 ,2,276,289.8,0.486772487,0.511111111,,
号166 ,2,278,291.9,0.490299824,0.514814815,,
号167 ,2,280,294,0.49382716,0.518518519,,
号168 ,2,282,296.1,0.497354497,0.522222222,,
号169 ,2,284,298.2,0.500881834,0.525925926,,
号170 ,2,286,300.3,0.504409171,0.52962963,,
号171 ,2,288,302.4,0.507936508,0.533333333,,
号172 ,2,290,304.5,0.511463845,0.537037037,,
号173 ,2,292,306.6,0.514991182,0.540740741,,
号174 ,2,294,308.7,0.518518519,0.544444444,,
号175 ,2,296,310.8,0.522045855,0.548148148,,
号176 ,2,298,312.9,0.525573192,0.551851852,,
号177 ,2,300,315,0.529100529,0.555555556,,
号178 ,2,302,317.1,0.532627866,0.559259259,,
号179 ,2,304,319.2,0.536155203,0.562962963,,
号180 ,2,306,321.3,0.53968254,0.566666667,,
号181 ,2,308,323.4,0.543209877,0.57037037,,
号182 ,2,310,325.5,0.546737213,0.574074074,,
号183 ,2,312,327.6,0.55026455,0.577777778,,
号184 ,2,314,329.7,0.553791887,0.581481481,,
号185 ,2,316,331.8,0.557319224,0.585185185,,
号186 ,2,318,333.9,0.560846561,0.588888889,,
号187 ,2,320,336,0.564373898,0.592592593,,
号188 ,2,322,338.1,0.567901235,0.596296296,,
号189 ,2,324,340.2,0.571428571,0.6,,
号190 ,2,326,342.3,0.574955908,0.603703704,,
号191 ,2,328,344.4,0.578483245,0.607407407,,
号192 ,2,330,346.5,0.582010582,0.611111111,,
号193 ,2,332,348.6,0.585537919,0.614814815,,
号194 ,2,334,350.7,0.589065256,0.618518519,,
号195 ,2,336,352.8,0.592592593,0.622222222,,
号196 ,2,338,354.9,0.596119929,0.625925926,,
号197 ,2,340,357,0.599647266,0.62962963,,
号198 ,2,342,359.1,0.603174603,0.633333333,,
号199 ,2,344,361.2,0.60670194,0.637037037,,
号200 ,2,346,363.3,0.610229277,0.640740741,,
号201 ,2,348,365.4,0.613756614,0.644444444,,
号202 ,2,350,367.5,0.617283951,0.648148148,,
号203 ,2,352,369.6,0.620811287,0.651851852,,
号204 ,2,354,371.7,0.624338624,0.655555556,,
号205 ,2,356,373.8,0.627865961,0.659259259,,
号206 ,2,358,375.9,0.631393298,0.662962963,,
号207 ,2,360,378,0.634920635,0.666666667,,
号208 ,2,362,380.1,0.638447972,0.67037037,,
号209 ,2,364,382.2,0.641975309,0.674074074,,
号210 ,2,366,384.3,0.645502646,0.677777778,,
号211 ,2,368,386.4,0.649029982,0.681481481,,
号212 ,2,370,388.5,0.652557319,0.685185185,,
号213 ,2,372,390.6,0.656084656,0.688888889,,
号214 ,2,374,392.7,0.659611993,0.692592593,,
号215 ,2,376,394.8,0.66313933,0.696296296,,
号216 ,2,378,396.9,0.666666667,0.7,,
号217 ,2,380,399,0.670194004,0.703703704,,
号218 ,2,382,401.1,0.67372134,0.707407407,,
号219 ,2,384,403.2,0.677248677,0.711111111,,
号220 ,2,386,405.3,0.680776014,0.714814815,,
号221 ,2,388,407.4,0.684303351,0.718518519,,
号222 ,2,390,409.5,0.687830688,0.722222222,,
号223 ,2,392,411.6,0.691358025,0.725925926,,
号224 ,2,394,413.7,0.694885362,0.72962963,,
号225 ,2,396,415.8,0.698412698,0.733333333,,
号226 ,2,398,417.9,0.701940035,0.737037037,,
号227 ,2,400,420,0.705467372,0.740740741,,
号228 ,2,402,422.1,0.708994709,0.744444444,,
号229 ,2,404,424.2,0.712522046,0.748148148,,
号230 ,2,406,426.3,0.716049383,0.751851852,,
号231 ,2,408,428.4,0.71957672,0.755555556,,
号232 ,2,410,430.5,0.723104056,0.759259259,,
号233 ,2,412,432.6,0.726631393,0.762962963,,
号234 ,2,414,434.7,0.73015873,0.766666667,,
号235 ,2,416,436.8,0.733686067,0.77037037,,
号236 ,2,418,438.9,0.737213404,0.774074074,,
号237 ,2,420,441,0.740740741,0.777777778,,
号238 ,2,422,443.1,0.744268078,0.781481481,,
号239 ,2,424,445.2,0.747795414,0.785185185,,
号240 ,2,426,447.3,0.751322751,0.788888889,,
号241 ,2,428,449.4,0.754850088,0.792592593,,
号242 ,2,430,451.5,0.758377425,0.796296296,,
号243 ,2,432,453.6,0.761904762,0.8,,
号244 ,2,434,455.7,0.765432099,0.803703704,,
号245 ,2,436,457.8,0.768959436,0.807407407,,
号246 ,2,438,459.9,0.772486772,0.811111111,,
号247 ,2,440,462,0.776014109,0.814814815,,
号248 ,2,442,464.1,0.779541446,0.818518519,,
号249 ,2,444,466.2,0.783068783,0.822222222,,
号250 ,2,446,468.3,0.78659612,0.825925926,,
号251 ,2,448,470.4,0.790123457,0.82962963,,
号252 ,2,450,472.5,0.793650794,0.833333333,,
号253 ,2,452,474.6,0.797178131,0.837037037,,
号254 ,2,454,476.7,0.800705467,0.840740741,,
号255 ,2,456,478.8,0.804232804,0.844444444,,
号256 ,2,458,480.9,0.807760141,0.848148148,,
号257 ,2,460,483,0.811287478,0.851851852,,
号258 ,2,462,485.1,0.814814815,0.855555556,,
号259 ,2,464,487.2,0.818342152,0.859259259,,
号260 ,2,466,489.3,0.821869489,0.862962963,,
号261 ,2,468,491.4,0.825396825,0.866666667,,
号262 ,2,470,493.5,0.828924162,0.87037037,,
号263 ,2,472,495.6,0.832451499,0.874074074,,
号264 ,2,474,497.7,0.835978836,0.877777778,,
号265 ,2,476,499.8,0.839506173,0.881481481,,
号266 ,2,478,501.9,0.84303351,0.885185185,,
号267 ,2,480,504,0.846560847,0.888888889,,
号268 ,2,482,506.1,0.850088183,0.892592593,,
号269 ,2,484,508.2,0.85361552,0.896296296,,
号270 ,2,486,510.3,0.857142857,0.9,,
号1 ,3,489,512.4,0.862433862,0.903703704,,
号2 ,3,492,514.5,0.867724868,0.907407407,,
号3 ,3,495,516.6,0.873015873,0.911111111,,
号4 ,3,498,518.7,0.878306878,0.914814815,,
号5 ,3,501,520.8,0.883597884,0.918518519,,
号6 ,3,504,522.9,0.888888889,0.922222222,,
号7 ,3,507,525,0.894179894,0.925925926,,
号8 ,3,510,527.1,0.899470899,0.92962963,,
号9 ,3,513,529.2,0.904761905,0.933333333,,
号10 ,3,516,531.3,0.91005291,0.937037037,,
号11 ,3,519,533.4,0.915343915,0.940740741,,
号12 ,3,522,535.5,0.920634921,0.944444444,,
号13 ,3,525,537.6,0.925925926,0.948148148,,
号14 ,3,528,539.7,0.931216931,0.951851852,,
号15 ,3,531,541.8,0.936507937,0.955555556,,
号16 ,3,534,543.9,0.941798942,0.959259259,,
号17 ,3,537,546,0.947089947,0.962962963,,
号18 ,3,540,548.1,0.952380952,0.966666667,,
号19 ,3,543,550.2,0.957671958,0.97037037,,
号20 ,3,546,552.3,0.962962963,0.974074074,,
号21 ,3,549,554.4,0.968253968,0.977777778,,
号22 ,3,552,556.5,0.973544974,0.981481481,,
号23 ,3,555,558.6,0.978835979,0.985185185,,
号24 ,3,558,560.7,0.984126984,0.988888889,,
号25 ,3,561,562.8,0.989417989,0.992592593,,
号26 ,3,564,564.9,0.994708995,0.996296296,,
号27 ,3,567,567,1,1,,
