号ID,政紫亀,刊旋 政紫亀,液去 刊旋政紫亀,刊旋 政紫亀 搾晴,液去 刊旋政紫亀 搾晴,,走艦域呪
号44,0.154508497,5.131987824,15.64781655,0.098390491,0.3,,
号65,0.154508497,5.286496321,16.08247812,0.101352728,0.308333333,,
号77,0.154508497,5.441004818,16.51713969,0.104314966,0.316666667,,
号64,0.154508497,5.595513316,16.95180126,0.107277203,0.325,,
号61,0.154508497,5.750021813,17.38646283,0.110239441,0.333333333,,
号80,0.154508497,5.90453031,17.82112441,0.113201678,0.341666667,,
号73,0.154508497,6.059038807,18.25578598,0.116163916,0.35,,
号57,0.154508497,6.213547304,18.69044755,0.119126153,0.358333333,,
号56,0.154508497,6.368055802,19.12510912,0.122088391,0.366666667,,
号72,0.154508497,6.522564299,19.55977069,0.125050628,0.375,,
号53,0.154508497,6.677072796,19.99443226,0.128012866,0.383333333,,
号52,0.154508497,6.831581293,20.42909383,0.130975103,0.391666667,,
号84,0.154508497,6.98608979,20.8637554,0.133937341,0.4,,
号97,0.154508497,7.140598287,21.29841697,0.136899578,0.408333333,,
号48,0.154508497,7.295106785,21.73307854,0.139861816,0.416666667,,
号101,0.154508497,7.449615282,22.16774011,0.142824053,0.425,,
号45,0.154508497,7.604123779,22.60240169,0.145786291,0.433333333,,
号100,0.154508497,7.758632276,23.03706326,0.148748528,0.441666667,,
号76,0.154508497,7.913140773,23.47172483,0.151710766,0.45,,
号63,0.207106781,8.120247555,23.9063864,0.155681418,0.458333333,,
号75,0.207106781,8.327354336,24.34104797,0.15965207,0.466666667,,
号59,0.207106781,8.534461117,24.77570954,0.163622722,0.475,,
号103,0.207106781,8.741567898,25.21037111,0.167593374,0.483333333,,
号55,0.207106781,8.948674679,25.64503268,0.171564026,0.491666667,,
号23,0.207106781,9.155781461,26.07969425,0.175534678,0.5,,
号51,0.207106781,9.362888242,26.51435582,0.17950533,0.508333333,,
号47,0.207106781,9.569995023,26.94901739,0.183475982,0.516666667,,
号67,0.207106781,9.777101804,27.38367896,0.187446634,0.525,,
号19,0.207106781,9.984208585,27.81834054,0.191417286,0.533333333,,
号71,0.207106781,10.19131537,28.25300211,0.195387938,0.541666667,,
号15,0.207106781,10.39842215,28.68766368,0.19935859,0.55,,
号39,0.207106781,10.60552893,29.12232525,0.203329242,0.558333333,,
号107,0.207106781,10.81263571,29.55698682,0.207299894,0.566666667,,
号43,0.207106781,11.01974249,29.99164839,0.211270546,0.575,,
号79,0.207106781,11.22684927,30.42630996,0.215241198,0.583333333,,
号83,0.207106781,11.43395605,30.86097153,0.21921185,0.591666667,,
号99,0.207106781,11.64106283,31.2956331,0.223182502,0.6,,
号86,0.642155812,12.28321865,31.73029467,0.235493916,0.608333333,,
号90,0.642155812,12.92537446,32.16495624,0.24780533,0.616666667,,
号94,0.642155812,13.56753027,32.59961782,0.260116743,0.625,,
号88,0.713875492,14.28140576,33.03427939,0.273803167,0.633333333,,
号89,0.713875492,14.99528126,33.46894096,0.287489591,0.641666667,,
号92,0.713875492,15.70915675,33.90360253,0.301176014,0.65,,
号93,0.713875492,16.42303224,34.3382641,0.314862438,0.658333333,,
号96,0.713875492,17.13690773,34.77292567,0.328548862,0.666666667,,
号85,0.713875492,17.85078322,35.20758724,0.342235286,0.675,,
号34,0.722005812,18.57278903,35.64224881,0.356077584,0.683333333,,
号26,0.722005812,19.29479485,36.07691038,0.369919882,0.691666667,,
号30,0.722005812,20.01680066,36.51157195,0.38376218,0.7,,
号114,0.747605812,20.76440647,36.94623352,0.398095282,0.708333333,,
号118,0.747605812,21.51201228,37.38089509,0.412428383,0.716666667,,
号110,0.747605812,22.2596181,37.81555667,0.426761485,0.725,,
号36,0.793725492,23.05334359,38.25021824,0.441978793,0.733333333,,
号33,0.793725492,23.84706908,38.68487981,0.457196101,0.741666667,,
号32,0.793725492,24.64079457,39.11954138,0.47241341,0.75,,
号28,0.793725492,25.43452006,39.55420295,0.487630718,0.758333333,,
号29,0.793725492,26.22824555,39.98886452,0.502848026,0.766666667,,
号25,0.793725492,27.02197105,40.42352609,0.518065334,0.775,,
号120,0.819325492,27.84129654,40.85818766,0.533773446,0.783333333,,
号109,0.819325492,28.66062203,41.29284923,0.549481557,0.791666667,,
号112,0.819325492,29.47994752,41.7275108,0.565189669,0.8,,
号117,0.819325492,30.29927301,42.16217237,0.58089778,0.808333333,,
号113,0.819325492,31.1185985,42.59683395,0.596605892,0.816666667,,
号116,0.819325492,31.93792399,43.03149552,0.612314003,0.825,,
号95,0.871670344,32.80959434,43.46615709,0.629025671,0.833333333,,
号87,0.871670344,33.68126468,43.90081866,0.645737338,0.841666667,,
号91,0.871670344,34.55293503,44.33548023,0.662449005,0.85,,
号6,0.891805812,35.44474084,44.7701418,0.67954671,0.858333333,,
号10,0.891805812,36.33654665,45.20480337,0.696644414,0.866666667,,
号2,0.891805812,37.22835246,45.63946494,0.713742119,0.875,,
号27,0.951520344,38.17987281,46.07412651,0.73198467,0.883333333,,
号31,0.951520344,39.13139315,46.50878808,0.750227222,0.891666667,,
号35,0.951520344,40.08291349,46.94344965,0.768469774,0.9,,
号1,0.963525492,41.04643899,47.37811122,0.786942488,0.908333333,,
号12,0.963525492,42.00996448,47.8127728,0.805415203,0.916666667,,
号9,0.963525492,42.97348997,48.24743437,0.823887917,0.925,,
号8,0.963525492,43.93701546,48.68209594,0.842360632,0.933333333,,
号5,0.963525492,44.90054095,49.11675751,0.860833346,0.941666667,,
号4,0.963525492,45.86406644,49.55141908,0.879306061,0.95,,
号111,0.977120344,46.84118679,49.98608065,0.898039416,0.958333333,,
号119,0.977120344,47.81830713,50.42074222,0.916772771,0.966666667,,
号115,0.977120344,48.79542747,50.85540379,0.935506126,0.975,,
号3,1.121320344,49.91674782,51.29006536,0.957004084,0.983333333,,
号11,1.121320344,51.03806816,51.72472693,0.978502042,0.991666667,,
号7,1.121320344,52.1593885,52.1593885,1,1,,
