号ID,政紫亀,刊旋 政紫亀,液去 刊旋政紫亀,刊旋 政紫亀 搾晴,液去 刊旋政紫亀 搾晴,,走艦域呪
号177 ,2,136,188.1333333,0.18206158,0.251851852,,
号182 ,2,138,190.9,0.184738956,0.255555556,,
号183 ,2,140,193.6666667,0.187416332,0.259259259,,
号185 ,2,142,196.4333333,0.190093708,0.262962963,,
号186 ,2,144,199.2,0.192771084,0.266666667,,
号191 ,2,146,201.9666667,0.195448461,0.27037037,,
号192 ,2,148,204.7333333,0.198125837,0.274074074,,
号194 ,2,150,207.5,0.200803213,0.277777778,,
号195 ,2,152,210.2666667,0.203480589,0.281481481,,
号200 ,2,154,213.0333333,0.206157965,0.285185185,,
号201 ,2,156,215.8,0.208835341,0.288888889,,
号203 ,2,158,218.5666667,0.211512718,0.292592593,,
号204 ,2,160,221.3333333,0.214190094,0.296296296,,
号209 ,2,162,224.1,0.21686747,0.3,,
号210 ,2,164,226.8666667,0.219544846,0.303703704,,
号212 ,2,166,229.6333333,0.222222222,0.307407407,,
号213 ,2,168,232.4,0.224899598,0.311111111,,
号218 ,2,170,235.1666667,0.227576975,0.314814815,,
号219 ,2,172,237.9333333,0.230254351,0.318518519,,
号221 ,2,174,240.7,0.232931727,0.322222222,,
号222 ,2,176,243.4666667,0.235609103,0.325925926,,
号227 ,2,178,246.2333333,0.238286479,0.32962963,,
号228 ,2,180,249,0.240963855,0.333333333,,
号230 ,2,182,251.7666667,0.243641232,0.337037037,,
号231 ,2,184,254.5333333,0.246318608,0.340740741,,
号236 ,2,186,257.3,0.248995984,0.344444444,,
号237 ,2,188,260.0666667,0.25167336,0.348148148,,
号239 ,2,190,262.8333333,0.254350736,0.351851852,,
号240 ,2,192,265.6,0.257028112,0.355555556,,
号245 ,2,194,268.3666667,0.259705489,0.359259259,,
号246 ,2,196,271.1333333,0.262382865,0.362962963,,
号248 ,2,198,273.9,0.265060241,0.366666667,,
号249 ,2,200,276.6666667,0.267737617,0.37037037,,
号254 ,2,202,279.4333333,0.270414993,0.374074074,,
号255 ,2,204,282.2,0.273092369,0.377777778,,
号257 ,2,206,284.9666667,0.275769746,0.381481481,,
号258 ,2,208,287.7333333,0.278447122,0.385185185,,
号263 ,2,210,290.5,0.281124498,0.388888889,,
号264 ,2,212,293.2666667,0.283801874,0.392592593,,
号266 ,2,214,296.0333333,0.28647925,0.396296296,,
号267 ,2,216,298.8,0.289156627,0.4,,
号2 ,3,219,301.5666667,0.293172691,0.403703704,,
号3 ,3,222,304.3333333,0.297188755,0.407407407,,
号5 ,3,225,307.1,0.301204819,0.411111111,,
号6 ,3,228,309.8666667,0.305220884,0.414814815,,
号11 ,3,231,312.6333333,0.309236948,0.418518519,,
号12 ,3,234,315.4,0.313253012,0.422222222,,
号14 ,3,237,318.1666667,0.317269076,0.425925926,,
号15 ,3,240,320.9333333,0.321285141,0.42962963,,
号20 ,3,243,323.7,0.325301205,0.433333333,,
号21 ,3,246,326.4666667,0.329317269,0.437037037,,
号23 ,3,249,329.2333333,0.333333333,0.440740741,,
号24 ,3,252,332,0.337349398,0.444444444,,
号28 ,3,255,334.7666667,0.341365462,0.448148148,,
号31 ,3,258,337.5333333,0.345381526,0.451851852,,
号35 ,3,261,340.3,0.34939759,0.455555556,,
号36 ,3,264,343.0666667,0.353413655,0.459259259,,
号37 ,3,267,345.8333333,0.357429719,0.462962963,,
号40 ,3,270,348.6,0.361445783,0.466666667,,
号44 ,3,273,351.3666667,0.365461847,0.47037037,,
号45 ,3,276,354.1333333,0.369477912,0.474074074,,
号46 ,3,279,356.9,0.373493976,0.477777778,,
号49 ,3,282,359.6666667,0.37751004,0.481481481,,
号53 ,3,285,362.4333333,0.381526104,0.485185185,,
号54 ,3,288,365.2,0.385542169,0.488888889,,
号55 ,3,291,367.9666667,0.389558233,0.492592593,,
号58 ,3,294,370.7333333,0.393574297,0.496296296,,
号62 ,3,297,373.5,0.397590361,0.5,,
号63 ,3,300,376.2666667,0.401606426,0.503703704,,
号64 ,3,303,379.0333333,0.40562249,0.507407407,,
号67 ,3,306,381.8,0.409638554,0.511111111,,
号71 ,3,309,384.5666667,0.413654618,0.514814815,,
号72 ,3,312,387.3333333,0.417670683,0.518518519,,
号73 ,3,315,390.1,0.421686747,0.522222222,,
号76 ,3,318,392.8666667,0.425702811,0.525925926,,
号80 ,3,321,395.6333333,0.429718876,0.52962963,,
号81 ,3,324,398.4,0.43373494,0.533333333,,
号82 ,3,327,401.1666667,0.437751004,0.537037037,,
号85 ,3,330,403.9333333,0.441767068,0.540740741,,
号89 ,3,333,406.7,0.445783133,0.544444444,,
号90 ,3,336,409.4666667,0.449799197,0.548148148,,
号91 ,3,339,412.2333333,0.453815261,0.551851852,,
号94 ,3,342,415,0.457831325,0.555555556,,
号98 ,3,345,417.7666667,0.46184739,0.559259259,,
号99 ,3,348,420.5333333,0.465863454,0.562962963,,
号100 ,3,351,423.3,0.469879518,0.566666667,,
号103 ,3,354,426.0666667,0.473895582,0.57037037,,
号107 ,3,357,428.8333333,0.477911647,0.574074074,,
号108 ,3,360,431.6,0.481927711,0.577777778,,
号109 ,3,363,434.3666667,0.485943775,0.581481481,,
号112 ,3,366,437.1333333,0.489959839,0.585185185,,
号116 ,3,369,439.9,0.493975904,0.588888889,,
号117 ,3,372,442.6666667,0.497991968,0.592592593,,
号118 ,3,375,445.4333333,0.502008032,0.596296296,,
号121 ,3,378,448.2,0.506024096,0.6,,
号125 ,3,381,450.9666667,0.510040161,0.603703704,,
号126 ,3,384,453.7333333,0.514056225,0.607407407,,
号127 ,3,387,456.5,0.518072289,0.611111111,,
号130 ,3,390,459.2666667,0.522088353,0.614814815,,
号134 ,3,393,462.0333333,0.526104418,0.618518519,,
号135 ,3,396,464.8,0.530120482,0.622222222,,
号136 ,3,399,467.5666667,0.534136546,0.625925926,,
号139 ,3,402,470.3333333,0.53815261,0.62962963,,
号143 ,3,405,473.1,0.542168675,0.633333333,,
号144 ,3,408,475.8666667,0.546184739,0.637037037,,
号145 ,3,411,478.6333333,0.550200803,0.640740741,,
号148 ,3,414,481.4,0.554216867,0.644444444,,
号152 ,3,417,484.1666667,0.558232932,0.648148148,,
号153 ,3,420,486.9333333,0.562248996,0.651851852,,
号154 ,3,423,489.7,0.56626506,0.655555556,,
号157 ,3,426,492.4666667,0.570281124,0.659259259,,
号161 ,3,429,495.2333333,0.574297189,0.662962963,,
号162 ,3,432,498,0.578313253,0.666666667,,
号163 ,3,435,500.7666667,0.582329317,0.67037037,,
号166 ,3,438,503.5333333,0.586345382,0.674074074,,
号170 ,3,441,506.3,0.590361446,0.677777778,,
号171 ,3,444,509.0666667,0.59437751,0.681481481,,
号172 ,3,447,511.8333333,0.598393574,0.685185185,,
号175 ,3,450,514.6,0.602409639,0.688888889,,
号179 ,3,453,517.3666667,0.606425703,0.692592593,,
号180 ,3,456,520.1333333,0.610441767,0.696296296,,
号181 ,3,459,522.9,0.614457831,0.7,,
号184 ,3,462,525.6666667,0.618473896,0.703703704,,
号188 ,3,465,528.4333333,0.62248996,0.707407407,,
号189 ,3,468,531.2,0.626506024,0.711111111,,
号190 ,3,471,533.9666667,0.630522088,0.714814815,,
号193 ,3,474,536.7333333,0.634538153,0.718518519,,
号197 ,3,477,539.5,0.638554217,0.722222222,,
号198 ,3,480,542.2666667,0.642570281,0.725925926,,
号199 ,3,483,545.0333333,0.646586345,0.72962963,,
号202 ,3,486,547.8,0.65060241,0.733333333,,
号206 ,3,489,550.5666667,0.654618474,0.737037037,,
号207 ,3,492,553.3333333,0.658634538,0.740740741,,
号208 ,3,495,556.1,0.662650602,0.744444444,,
号211 ,3,498,558.8666667,0.666666667,0.748148148,,
号215 ,3,501,561.6333333,0.670682731,0.751851852,,
号216 ,3,504,564.4,0.674698795,0.755555556,,
号217 ,3,507,567.1666667,0.678714859,0.759259259,,
号220 ,3,510,569.9333333,0.682730924,0.762962963,,
号224 ,3,513,572.7,0.686746988,0.766666667,,
号225 ,3,516,575.4666667,0.690763052,0.77037037,,
号226 ,3,519,578.2333333,0.694779116,0.774074074,,
号229 ,3,522,581,0.698795181,0.777777778,,
号233 ,3,525,583.7666667,0.702811245,0.781481481,,
号234 ,3,528,586.5333333,0.706827309,0.785185185,,
号235 ,3,531,589.3,0.710843373,0.788888889,,
号238 ,3,534,592.0666667,0.714859438,0.792592593,,
号242 ,3,537,594.8333333,0.718875502,0.796296296,,
号243 ,3,540,597.6,0.722891566,0.8,,
号244 ,3,543,600.3666667,0.726907631,0.803703704,,
号247 ,3,546,603.1333333,0.730923695,0.807407407,,
号251 ,3,549,605.9,0.734939759,0.811111111,,
号252 ,3,552,608.6666667,0.738955823,0.814814815,,
号253 ,3,555,611.4333333,0.742971888,0.818518519,,
号256 ,3,558,614.2,0.746987952,0.822222222,,
号260 ,3,561,616.9666667,0.751004016,0.825925926,,
号261 ,3,564,619.7333333,0.75502008,0.82962963,,
号262 ,3,567,622.5,0.759036145,0.833333333,,
号265 ,3,570,625.2666667,0.763052209,0.837037037,,
号269 ,3,573,628.0333333,0.767068273,0.840740741,,
号270 ,3,576,630.8,0.771084337,0.844444444,,
号1 ,4,580,633.5666667,0.77643909,0.848148148,,
号4 ,4,584,636.3333333,0.781793842,0.851851852,,
号8 ,4,588,639.1,0.787148594,0.855555556,,
号9 ,4,592,641.8666667,0.792503347,0.859259259,,
号10 ,4,596,644.6333333,0.797858099,0.862962963,,
号13 ,4,600,647.4,0.803212851,0.866666667,,
号17 ,4,604,650.1666667,0.808567604,0.87037037,,
号18 ,4,608,652.9333333,0.813922356,0.874074074,,
号19 ,4,612,655.7,0.819277108,0.877777778,,
号22 ,4,616,658.4666667,0.824631861,0.881481481,,
号26 ,4,620,661.2333333,0.829986613,0.885185185,,
号27 ,4,624,664,0.835341365,0.888888889,,
号34 ,4,628,666.7666667,0.840696118,0.892592593,,
号43 ,4,632,669.5333333,0.84605087,0.896296296,,
号52 ,4,636,672.3,0.851405622,0.9,,
号61 ,4,640,675.0666667,0.856760375,0.903703704,,
号70 ,4,644,677.8333333,0.862115127,0.907407407,,
号79 ,4,648,680.6,0.86746988,0.911111111,,
号88 ,4,652,683.3666667,0.872824632,0.914814815,,
号97 ,4,656,686.1333333,0.878179384,0.918518519,,
号106 ,4,660,688.9,0.883534137,0.922222222,,
号115 ,4,664,691.6666667,0.888888889,0.925925926,,
号124 ,4,668,694.4333333,0.894243641,0.92962963,,
号133 ,4,672,697.2,0.899598394,0.933333333,,
号142 ,4,676,699.9666667,0.904953146,0.937037037,,
号151 ,4,680,702.7333333,0.910307898,0.940740741,,
号160 ,4,684,705.5,0.915662651,0.944444444,,
号169 ,4,688,708.2666667,0.921017403,0.948148148,,
号178 ,4,692,711.0333333,0.926372155,0.951851852,,
号187 ,4,696,713.8,0.931726908,0.955555556,,
号196 ,4,700,716.5666667,0.93708166,0.959259259,,
号205 ,4,704,719.3333333,0.942436412,0.962962963,,
号214 ,4,708,722.1,0.947791165,0.966666667,,
号223 ,4,712,724.8666667,0.953145917,0.97037037,,
号232 ,4,716,727.6333333,0.958500669,0.974074074,,
号241 ,4,720,730.4,0.963855422,0.977777778,,
号250 ,4,724,733.1666667,0.969210174,0.981481481,,
号259 ,4,728,735.9333333,0.974564926,0.985185185,,
号268 ,4,732,738.7,0.979919679,0.988888889,,
号7 ,5,737,741.4666667,0.986613119,0.992592593,,
号16 ,5,742,744.2333333,0.99330656,0.996296296,,
号25 ,5,747,747,1,1,,
