号ID,政紫亀,刊旋 政紫亀,液去 刊旋政紫亀,刊旋 政紫亀 搾晴,液去 刊旋政紫亀 搾晴,,走艦域呪
号76,0.25,15.89106283,43.95200782,0.19082063,0.527777778,,
号58,0.25,16.14106283,44.41466054,0.193822642,0.533333333,,
号124,0.25,16.39106283,44.87731325,0.196824654,0.538888889,,
号34,0.25,16.64106283,45.33996596,0.199826665,0.544444444,,
号64,0.25,16.89106283,45.80261868,0.202828677,0.55,,
号94,0.25,17.14106283,46.26527139,0.205830689,0.555555556,,
号148,0.25,17.39106283,46.72792411,0.208832701,0.561111111,,
号88,0.25,17.64106283,47.19057682,0.211834712,0.566666667,,
号118,0.25,17.89106283,47.65322953,0.214836724,0.572222222,,
号160,0.25,18.14106283,48.11588225,0.217838736,0.577777778,,
号154,0.25,18.39106283,48.57853496,0.220840748,0.583333333,,
号112,0.25,18.64106283,49.04118767,0.22384276,0.588888889,,
号106,0.25,18.89106283,49.50384039,0.226844771,0.594444444,,
号100,0.25,19.14106283,49.9664931,0.229846783,0.6,,
号135,0.642155812,19.78321865,50.42914582,0.23755782,0.605555556,,
号141,0.642155812,20.42537446,50.89179853,0.245268857,0.611111111,,
号129,0.642155812,21.06753027,51.35445124,0.252979895,0.616666667,,
号138,0.713875492,21.78140576,51.81710396,0.261552145,0.622222222,,
号144,0.713875492,22.49528126,52.27975667,0.270124396,0.627777778,,
号134,0.713875492,23.20915675,52.74240939,0.278696646,0.633333333,,
号132,0.713875492,23.92303224,53.2050621,0.287268897,0.638888889,,
号140,0.713875492,24.63690773,53.66771481,0.295841147,0.644444444,,
号128,0.713875492,25.35078322,54.13036753,0.304413398,0.65,,
号51,0.722005812,26.07278903,54.59302024,0.313083277,0.655555556,,
号39,0.722005812,26.79479485,55.05567296,0.321753157,0.661111111,,
号45,0.722005812,27.51680066,55.51832567,0.330423037,0.666666667,,
号177,0.747605812,28.26440647,55.98097838,0.339400323,0.672222222,,
号171,0.747605812,29.01201228,56.4436311,0.348377608,0.677777778,,
号165,0.747605812,29.7596181,56.90628381,0.357354894,0.683333333,,
号139,0.75035,30.5099681,57.36893653,0.366365132,0.688888889,,
号133,0.75035,31.2603181,57.83158924,0.37537537,0.694444444,,
号127,0.75035,32.0106681,58.29424195,0.384385609,0.7,,
号54,0.793725492,32.80439359,58.75689467,0.393916702,0.705555556,,
号38,0.793725492,33.59811908,59.21954738,0.403447795,0.711111111,,
号44,0.793725492,34.39184457,59.68220009,0.412978888,0.716666667,,
号50,0.793725492,35.18557006,60.14485281,0.422509981,0.722222222,,
号42,0.793725492,35.97929555,60.60750552,0.432041074,0.727777778,,
号48,0.793725492,36.77302105,61.07015824,0.441572167,0.733333333,,
号180,0.819325492,37.59234654,61.53281095,0.451410666,0.738888889,,
号168,0.819325492,38.41167203,61.99546366,0.461249165,0.744444444,,
号164,0.819325492,39.23099752,62.45811638,0.471087664,0.75,,
号174,0.819325492,40.05032301,62.92076909,0.480926163,0.755555556,,
号176,0.819325492,40.8696485,63.38342181,0.490764662,0.761111111,,
号170,0.819325492,41.68897399,63.84607452,0.500603161,0.766666667,,
号43,0.8302,42.51917399,64.30872723,0.510572242,0.772222222,,
号37,0.8302,43.34937399,64.77137995,0.520541322,0.777777778,,
号49,0.8302,44.17957399,65.23403266,0.530510403,0.783333333,,
号163,0.8558,45.03537399,65.69668538,0.54078689,0.788888889,,
号175,0.8558,45.89117399,66.15933809,0.551063376,0.794444444,,
号169,0.8558,46.74697399,66.6219908,0.561339863,0.8,,
号143,0.871670344,47.61864434,67.08464352,0.571806922,0.805555556,,
号137,0.871670344,48.49031468,67.54729623,0.58227398,0.811111111,,
号131,0.871670344,49.36198503,68.00994895,0.592741039,0.816666667,,
号15,0.891805812,50.25379084,68.47260166,0.603449885,0.822222222,,
号3,0.891805812,51.14559665,68.93525437,0.614158731,0.827777778,,
号9,0.891805812,52.03740246,69.39790709,0.624867577,0.833333333,,
号53,0.951520344,52.98892281,69.8605598,0.636293478,0.838888889,,
号47,0.951520344,53.94044315,70.32321251,0.647719379,0.844444444,,
号41,0.951520344,54.89196349,70.78586523,0.65914528,0.85,,
号8,0.963525492,55.85548899,71.24851794,0.67071534,0.855555556,,
号12,0.963525492,56.81901448,71.71117066,0.682285399,0.861111111,,
号2,0.963525492,57.78253997,72.17382337,0.693855458,0.866666667,,
号14,0.963525492,58.74606546,72.63647608,0.705425518,0.872222222,,
号18,0.963525492,59.70959095,73.0991288,0.716995577,0.877777778,,
号6,0.963525492,60.67311644,73.56178151,0.728565637,0.883333333,,
号173,0.977120344,61.65023679,74.02443423,0.740298944,0.888888889,,
号167,0.977120344,62.62735713,74.48708694,0.752032251,0.894444444,,
号179,0.977120344,63.60447747,74.94973965,0.763765558,0.9,,
号1,1,64.60447747,75.41239237,0.775773605,0.905555556,,
号13,1,65.60447747,75.87504508,0.787781652,0.911111111,,
号7,1,66.60447747,76.3376978,0.799789699,0.916666667,,
号136,1.00035,67.60482747,76.80035051,0.811801949,0.922222222,,
号130,1.00035,68.60517747,77.26300322,0.823814199,0.927777778,,
号142,1.00035,69.60552747,77.72565594,0.835826449,0.933333333,,
号52,1.0802,70.68572747,78.18830865,0.848797541,0.938888889,,
号46,1.0802,71.76592747,78.65096137,0.861768634,0.944444444,,
号40,1.0802,72.84612747,79.11361408,0.874739726,0.95,,
号178,1.1058,73.95192747,79.57626679,0.888018224,0.955555556,,
号172,1.1058,75.05772747,80.03891951,0.901296723,0.961111111,,
号166,1.1058,76.16352747,80.50157222,0.914575221,0.966666667,,
号5,1.121320344,77.28484782,80.96422493,0.928040089,0.972222222,,
号17,1.121320344,78.40616816,81.42687765,0.941504956,0.977777778,,
号11,1.121320344,79.5274885,81.88953036,0.954969824,0.983333333,,
号10,1.25,80.7774885,82.35218308,0.969979882,0.988888889,,
号4,1.25,82.0274885,82.81483579,0.984989941,0.994444444,,
号16,1.25,83.2774885,83.2774885,1,1,,
