号ID,政紫亀,刊旋 政紫亀,液去 刊旋政紫亀,刊旋 政紫亀 搾晴,液去 刊旋政紫亀 搾晴,,走艦域呪
号177 ,2,200,243.3333333,0.304414003,0.37037037,,
号179 ,2,202,245.7666667,0.307458143,0.374074074,,
号180 ,2,204,248.2,0.310502283,0.377777778,,
号182 ,2,206,250.6333333,0.313546423,0.381481481,,
号183 ,2,208,253.0666667,0.316590563,0.385185185,,
号185 ,2,210,255.5,0.319634703,0.388888889,,
号186 ,2,212,257.9333333,0.322678843,0.392592593,,
号188 ,2,214,260.3666667,0.325722983,0.396296296,,
号189 ,2,216,262.8,0.328767123,0.4,,
号191 ,2,218,265.2333333,0.331811263,0.403703704,,
号192 ,2,220,267.6666667,0.334855403,0.407407407,,
号194 ,2,222,270.1,0.337899543,0.411111111,,
号195 ,2,224,272.5333333,0.340943683,0.414814815,,
号197 ,2,226,274.9666667,0.343987823,0.418518519,,
号198 ,2,228,277.4,0.347031963,0.422222222,,
号200 ,2,230,279.8333333,0.350076104,0.425925926,,
号201 ,2,232,282.2666667,0.353120244,0.42962963,,
号203 ,2,234,284.7,0.356164384,0.433333333,,
号204 ,2,236,287.1333333,0.359208524,0.437037037,,
号206 ,2,238,289.5666667,0.362252664,0.440740741,,
号207 ,2,240,292,0.365296804,0.444444444,,
号209 ,2,242,294.4333333,0.368340944,0.448148148,,
号210 ,2,244,296.8666667,0.371385084,0.451851852,,
号212 ,2,246,299.3,0.374429224,0.455555556,,
号213 ,2,248,301.7333333,0.377473364,0.459259259,,
号215 ,2,250,304.1666667,0.380517504,0.462962963,,
号216 ,2,252,306.6,0.383561644,0.466666667,,
号218 ,2,254,309.0333333,0.386605784,0.47037037,,
号219 ,2,256,311.4666667,0.389649924,0.474074074,,
号221 ,2,258,313.9,0.392694064,0.477777778,,
号222 ,2,260,316.3333333,0.395738204,0.481481481,,
号224 ,2,262,318.7666667,0.398782344,0.485185185,,
号225 ,2,264,321.2,0.401826484,0.488888889,,
号227 ,2,266,323.6333333,0.404870624,0.492592593,,
号228 ,2,268,326.0666667,0.407914764,0.496296296,,
号230 ,2,270,328.5,0.410958904,0.5,,
号231 ,2,272,330.9333333,0.414003044,0.503703704,,
号233 ,2,274,333.3666667,0.417047184,0.507407407,,
号234 ,2,276,335.8,0.420091324,0.511111111,,
号236 ,2,278,338.2333333,0.423135464,0.514814815,,
号237 ,2,280,340.6666667,0.426179604,0.518518519,,
号239 ,2,282,343.1,0.429223744,0.522222222,,
号240 ,2,284,345.5333333,0.432267884,0.525925926,,
号242 ,2,286,347.9666667,0.435312024,0.52962963,,
号243 ,2,288,350.4,0.438356164,0.533333333,,
号245 ,2,290,352.8333333,0.441400304,0.537037037,,
号246 ,2,292,355.2666667,0.444444444,0.540740741,,
号248 ,2,294,357.7,0.447488584,0.544444444,,
号249 ,2,296,360.1333333,0.450532725,0.548148148,,
号251 ,2,298,362.5666667,0.453576865,0.551851852,,
号252 ,2,300,365,0.456621005,0.555555556,,
号254 ,2,302,367.4333333,0.459665145,0.559259259,,
号255 ,2,304,369.8666667,0.462709285,0.562962963,,
号257 ,2,306,372.3,0.465753425,0.566666667,,
号258 ,2,308,374.7333333,0.468797565,0.57037037,,
号260 ,2,310,377.1666667,0.471841705,0.574074074,,
号261 ,2,312,379.6,0.474885845,0.577777778,,
号263 ,2,314,382.0333333,0.477929985,0.581481481,,
号264 ,2,316,384.4666667,0.480974125,0.585185185,,
号266 ,2,318,386.9,0.484018265,0.588888889,,
号267 ,2,320,389.3333333,0.487062405,0.592592593,,
号269 ,2,322,391.7666667,0.490106545,0.596296296,,
号270 ,2,324,394.2,0.493150685,0.6,,
号2 ,3,327,396.6333333,0.497716895,0.603703704,,
号3 ,3,330,399.0666667,0.502283105,0.607407407,,
号5 ,3,333,401.5,0.506849315,0.611111111,,
号6 ,3,336,403.9333333,0.511415525,0.614814815,,
号8 ,3,339,406.3666667,0.515981735,0.618518519,,
号9 ,3,342,408.8,0.520547945,0.622222222,,
号11 ,3,345,411.2333333,0.525114155,0.625925926,,
号12 ,3,348,413.6666667,0.529680365,0.62962963,,
号14 ,3,351,416.1,0.534246575,0.633333333,,
号15 ,3,354,418.5333333,0.538812785,0.637037037,,
号17 ,3,357,420.9666667,0.543378995,0.640740741,,
号18 ,3,360,423.4,0.547945205,0.644444444,,
号20 ,3,363,425.8333333,0.552511416,0.648148148,,
号21 ,3,366,428.2666667,0.557077626,0.651851852,,
号23 ,3,369,430.7,0.561643836,0.655555556,,
号24 ,3,372,433.1333333,0.566210046,0.659259259,,
号26 ,3,375,435.5666667,0.570776256,0.662962963,,
号27 ,3,378,438,0.575342466,0.666666667,,
号28 ,3,381,440.4333333,0.579908676,0.67037037,,
号31 ,3,384,442.8666667,0.584474886,0.674074074,,
号34 ,3,387,445.3,0.589041096,0.677777778,,
号37 ,3,390,447.7333333,0.593607306,0.681481481,,
号40 ,3,393,450.1666667,0.598173516,0.685185185,,
号43 ,3,396,452.6,0.602739726,0.688888889,,
号46 ,3,399,455.0333333,0.607305936,0.692592593,,
号49 ,3,402,457.4666667,0.611872146,0.696296296,,
号52 ,3,405,459.9,0.616438356,0.7,,
号55 ,3,408,462.3333333,0.621004566,0.703703704,,
号58 ,3,411,464.7666667,0.625570776,0.707407407,,
号61 ,3,414,467.2,0.630136986,0.711111111,,
号64 ,3,417,469.6333333,0.634703196,0.714814815,,
号67 ,3,420,472.0666667,0.639269406,0.718518519,,
号70 ,3,423,474.5,0.643835616,0.722222222,,
号73 ,3,426,476.9333333,0.648401826,0.725925926,,
号76 ,3,429,479.3666667,0.652968037,0.72962963,,
号79 ,3,432,481.8,0.657534247,0.733333333,,
号82 ,3,435,484.2333333,0.662100457,0.737037037,,
号85 ,3,438,486.6666667,0.666666667,0.740740741,,
号88 ,3,441,489.1,0.671232877,0.744444444,,
号91 ,3,444,491.5333333,0.675799087,0.748148148,,
号94 ,3,447,493.9666667,0.680365297,0.751851852,,
号97 ,3,450,496.4,0.684931507,0.755555556,,
号100 ,3,453,498.8333333,0.689497717,0.759259259,,
号103 ,3,456,501.2666667,0.694063927,0.762962963,,
号106 ,3,459,503.7,0.698630137,0.766666667,,
号109 ,3,462,506.1333333,0.703196347,0.77037037,,
号112 ,3,465,508.5666667,0.707762557,0.774074074,,
号115 ,3,468,511,0.712328767,0.777777778,,
号118 ,3,471,513.4333333,0.716894977,0.781481481,,
号121 ,3,474,515.8666667,0.721461187,0.785185185,,
号124 ,3,477,518.3,0.726027397,0.788888889,,
号127 ,3,480,520.7333333,0.730593607,0.792592593,,
号130 ,3,483,523.1666667,0.735159817,0.796296296,,
号133 ,3,486,525.6,0.739726027,0.8,,
号136 ,3,489,528.0333333,0.744292237,0.803703704,,
号139 ,3,492,530.4666667,0.748858447,0.807407407,,
号142 ,3,495,532.9,0.753424658,0.811111111,,
号145 ,3,498,535.3333333,0.757990868,0.814814815,,
号148 ,3,501,537.7666667,0.762557078,0.818518519,,
号151 ,3,504,540.2,0.767123288,0.822222222,,
号154 ,3,507,542.6333333,0.771689498,0.825925926,,
号157 ,3,510,545.0666667,0.776255708,0.82962963,,
号160 ,3,513,547.5,0.780821918,0.833333333,,
号163 ,3,516,549.9333333,0.785388128,0.837037037,,
号166 ,3,519,552.3666667,0.789954338,0.840740741,,
号169 ,3,522,554.8,0.794520548,0.844444444,,
号172 ,3,525,557.2333333,0.799086758,0.848148148,,
号175 ,3,528,559.6666667,0.803652968,0.851851852,,
号178 ,3,531,562.1,0.808219178,0.855555556,,
号181 ,3,534,564.5333333,0.812785388,0.859259259,,
号184 ,3,537,566.9666667,0.817351598,0.862962963,,
号187 ,3,540,569.4,0.821917808,0.866666667,,
号190 ,3,543,571.8333333,0.826484018,0.87037037,,
号193 ,3,546,574.2666667,0.831050228,0.874074074,,
号196 ,3,549,576.7,0.835616438,0.877777778,,
号199 ,3,552,579.1333333,0.840182648,0.881481481,,
号202 ,3,555,581.5666667,0.844748858,0.885185185,,
号205 ,3,558,584,0.849315068,0.888888889,,
号208 ,3,561,586.4333333,0.853881279,0.892592593,,
号211 ,3,564,588.8666667,0.858447489,0.896296296,,
号214 ,3,567,591.3,0.863013699,0.9,,
号217 ,3,570,593.7333333,0.867579909,0.903703704,,
号220 ,3,573,596.1666667,0.872146119,0.907407407,,
号223 ,3,576,598.6,0.876712329,0.911111111,,
号226 ,3,579,601.0333333,0.881278539,0.914814815,,
号229 ,3,582,603.4666667,0.885844749,0.918518519,,
号232 ,3,585,605.9,0.890410959,0.922222222,,
号235 ,3,588,608.3333333,0.894977169,0.925925926,,
号238 ,3,591,610.7666667,0.899543379,0.92962963,,
号241 ,3,594,613.2,0.904109589,0.933333333,,
号244 ,3,597,615.6333333,0.908675799,0.937037037,,
号247 ,3,600,618.0666667,0.913242009,0.940740741,,
号250 ,3,603,620.5,0.917808219,0.944444444,,
号253 ,3,606,622.9333333,0.922374429,0.948148148,,
号256 ,3,609,625.3666667,0.926940639,0.951851852,,
号259 ,3,612,627.8,0.931506849,0.955555556,,
号262 ,3,615,630.2333333,0.936073059,0.959259259,,
号265 ,3,618,632.6666667,0.940639269,0.962962963,,
号268 ,3,621,635.1,0.945205479,0.966666667,,
号1 ,4,625,637.5333333,0.95129376,0.97037037,,
号4 ,4,629,639.9666667,0.95738204,0.974074074,,
号7 ,4,633,642.4,0.96347032,0.977777778,,
号10 ,4,637,644.8333333,0.9695586,0.981481481,,
号13 ,4,641,647.2666667,0.97564688,0.985185185,,
号16 ,4,645,649.7,0.98173516,0.988888889,,
号19 ,4,649,652.1333333,0.98782344,0.992592593,,
号22 ,4,653,654.5666667,0.99391172,0.996296296,,
号25 ,4,657,657,1,1,,
